Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily Return,shares_outstanding,market_cap
2004-01-02 00:00:00-05:00,20.12737464223612,20.236761052094064,19.90394247249722,19.99005699157715,4864400,0.0,0.0,,1814749952,36276954965.941895
2004-01-05 00:00:00-05:00,20.14366928140638,20.397355300750394,20.120393835949304,20.37640953063965,4926400,0.0,0.0,0.019327235496391593,1814749952,36978088217.660645
2004-01-06 00:00:00-05:00,20.159967500399517,20.313575190863936,20.06221521483007,20.264699935913086,7413600,0.0,0.0,-0.005482300233443316,1814749952,36775363235.992676
2004-01-07 00:00:00-05:00,20.21349014926132,20.21581804892417,19.889981347145337,20.006351470947266,8500200,0.0,0.0,-0.012748694319819398,1814749952,36306525371.59668
2004-01-08 00:00:00-05:00,19.899295819322468,20.02730369567871,19.80387144319007,20.02730369567871,6397400,0.0,0.0,0.0010472786485766772,1814749952,36344548420.42236
2004-01-09 00:00:00-05:00,19.99237954974281,19.99237954974281,19.626977579610713,19.810842514038086,8581800,0.0,0.0,-0.010808303750211357,1814749952,35951725501.430176
2004-01-12 00:00:00-05:00,19.857403884620837,19.938862640885286,19.67353882009953,19.713104248046875,6554200,0.0,0.0,-0.004933574426325027,1814749952,35774354987.91406
2004-01-13 00:00:00-05:00,19.74801565092241,19.81318265593397,19.620009541269052,19.713104248046875,5363400,0.0,0.0,0.0,1814749952,35774354987.91406
2004-01-14 00:00:00-05:00,19.713093213820656,19.980744785160617,19.624652581618488,19.92255973815918,4140000,0.0,0.0,0.010625190608072543,1814749952,36154464328.541504
2004-01-15 00:00:00-05:00,19.987733604090185,19.99238940383029,19.647933025422915,19.65026092529297,6490400,0.0,0.0,-0.01366786278696186,1814749952,35660310070.96289
2004-01-16 00:00:00-05:00,19.65258737779023,19.766629603681253,19.547853199359242,19.717754364013672,6196000,0.0,0.0,0.0034347349878611766,1814749952,35782793785.6416
2004-01-20 00:00:00-05:00,19.794557699663187,20.08315509391499,19.787574001051908,20.022642135620117,4270200,0.0,0.0,0.015462601165317613,1814749952,36336088854.529785
2004-01-21 00:00:00-05:00,20.062203411118585,20.27865185607667,20.04823956811055,20.197193145751953,5420800,0.0,0.0,0.008717681160635093,1814749952,36652855291.788086
2004-01-22 00:00:00-05:00,20.383394049509715,20.46950681626411,20.178581467677827,20.283315658569336,6254600,0.0,0.0,0.004264083241462435,1814749952,36809146117.78955
2004-01-23 00:00:00-05:00,20.287971086875125,20.332192311134126,20.16461901464479,20.22513198852539,4802400,0.0,0.0,-0.0028685482700834264,1814749952,36703557305.37012
2004-01-26 00:00:00-05:00,20.21349107098592,20.392702064186434,20.101776741415573,20.388046264648438,5293800,0.0,0.0,0.008055041431397125,1814749952,36999205980.14453
2004-01-27 00:00:00-05:00,20.390373961954772,20.602166671482028,20.364772391751764,20.411319732666016,5513600,0.0,0.0,0.0011415251719304464,1814749952,37041441505.112305
2004-01-28 00:00:00-05:00,20.41132253616209,20.52071075556902,20.11108912739379,20.185565948486328,5539000,0.0,0.0,-0.011060224774118499,1814749952,36631754836.1084
2004-01-29 00:00:00-05:00,20.283313401450886,20.434594921014693,20.085484541560003,20.3205509185791,5505600,0.0,0.0,0.006687202649519719,1814749952,36876718804.10498
2004-01-30 00:00:00-05:00,20.32054492687871,20.32054492687871,19.969108526998983,20.09711456298828,5792200,0.0,0.0,-0.010995585527483476,1814749952,36471237688.521484
2004-02-02 00:00:00-05:00,20.090134891091022,20.173921508889997,19.920233756202293,20.059879302978516,5396600,0.0,0.0,-0.0018527664701847302,1814749952,36403665002.206055
2004-02-03 00:00:00-05:00,20.01565096776894,20.10874737391507,19.950484016166527,19.98073959350586,3890600,0.0,0.0,-0.003945173760886211,1814749952,36260046218.23926
2004-02-04 00:00:00-05:00,19.945833261836164,19.945833261836164,19.77360602110737,19.817827224731445,4416000,0.0,0.0,-0.00815347039642933,1814749952,35964401004.82568
2004-02-05 00:00:00-05:00,19.85273685048382,19.857390872505945,19.613012988180383,19.78989601135254,3663000,0.0,0.0,-0.0014093983695674384,1814749952,35913712836.68701
2004-02-06 00:00:00-05:00,19.748008683895108,19.93420158309798,19.717753092433153,19.88067054748535,5917200,0.0,0.0,0.004586913245058888,1814749952,36078445921.776855
2004-02-09 00:00:00-05:00,19.89462795221974,20.02263396384391,19.8550607789059,19.964448928833008,3973000,0.0,0.0,0.004214062153867104,1814749952,36230482735.30615
2004-02-10 00:00:00-05:00,19.917913614424528,20.220474913416965,19.836454871452233,20.14134407043457,4509200,0.0,0.0,0.008860507106013271,1814749952,36551503185.03662
2004-02-11 00:00:00-05:00,20.148326984268333,20.481145672472714,20.10410576062553,20.381067276000977,5651600,0.0,0.0,0.011902046096233132,1814749952,36986540860.83154
2004-02-12 00:00:00-05:00,20.37873102266466,20.43924397089782,20.28330846551504,20.346147537231445,3955400,0.0,0.0,-0.0017133420098489616,1814749952,36923170266.57568
2004-02-13 00:00:00-05:00,20.46115444879607,20.468195165179644,20.271047943961033,20.306251525878906,4212800,0.365,0.0,-0.00196086316977373,1814749952,36850768981.88867
2004-02-17 00:00:00-05:00,20.477587708767523,20.545650965883098,20.449423046665213,20.494016647338867,3986000,0.0,0.0,0.00924666579750899,1814749952,37191515727.04541
2004-02-18 00:00:00-05:00,20.512791074643175,20.512791074643175,20.28982488378737,20.32972526550293,3480600,0.0,0.0,-0.008016553546484562,1814749952,36893367949.74463
2004-02-19 00:00:00-05:00,20.430656229529927,20.526882395023424,20.303917887404758,20.32034683227539,3801200,0.0,0.0,-0.00046131627973611256,1814749952,36876348438.49512
2004-02-20 00:00:00-05:00,20.454113678415965,20.5010529812623,20.193596429193654,20.327375411987305,4234000,0.0,0.0,0.0003458887670535482,1814749952,36889103553.18994
2004-02-23 00:00:00-05:00,20.383699667353508,20.78034333814164,20.383699667353508,20.733402252197266,6272600,0.0,0.0,0.01997438587032363,1814749952,37625940741.97168
2004-02-24 00:00:00-05:00,20.735748950857023,20.885956838821375,20.634827858260415,20.695850372314453,5530200,0.0,0.0,-0.001811177896711702,1814749952,37557793469.756836
2004-02-25 00:00:00-05:00,20.69820482676815,20.74514413604185,20.571466542985323,20.616058349609375,3647600,0.0,0.0,-0.003855459972392228,1814749952,37412990900.38281
2004-02-26 00:00:00-05:00,20.618403665158574,20.724019785750954,20.517482549367465,20.679426193237305,4201400,0.0,0.0,0.0030737128578766093,1814749952,37527987691.56494
2004-02-27 00:00:00-05:00,20.72402198839921,20.86484170686969,20.702898045787705,20.735755920410156,4430400,0.0,0.0,0.0027239502027998075,1814749952,37630212061.24805
2004-03-01 00:00:00-05:00,20.829631343534988,21.25913290408556,20.829631343534988,21.18637466430664,6581400,0.0,0.0,0.021731483801511242,1814749952,38447972405.10449
2004-03-02 00:00:00-05:00,21.069033573073018,21.13240362202124,20.90005095399157,20.954030990600586,5277000,0.0,0.0,-0.010966655569321748,1814749952,38026326734.398926
2004-03-03 00:00:00-05:00,20.956364954536383,21.120654251927064,20.839014944794744,21.08310317993164,4035400,0.0,0.0,0.006159778487917267,1814749952,38260560483.79199
2004-03-04 00:00:00-05:00,21.083115075341965,21.08546078761457,20.935252833645208,20.96576499938965,2974800,0.0,0.0,-0.0055655080535621515,1814749952,38047621026.285645
2004-03-05 00:00:00-05:00,20.93289986930455,21.21688673984933,20.923511651606447,21.174640655517578,4360600,0.0,0.0,0.009962701391244666,1814749952,38426678113.21777
2004-03-08 00:00:00-05:00,21.205155426210627,21.456284482302912,21.186378986912935,21.28730010986328,5735400,0.0,0.0,0.005320489550614704,1814749952,38631126852.583984
